Respondent_ID,Full_Name,Age,Gender,City,Email_Address,Satisfaction_Rating,Purchase_Frequency,Join_Date,Last_Purchase_Date,Account_Status,Remarks,Membership_Length_Days,Is_Active,Custom
1222,Mark Anthony,21,F,Davao,user203@yahoo.com,4,Monthly,10/1/2024,3/19/2024,Active,good,-196,1,"""51+"""
1198,Liza,22,F,Cebu,user204 @outlook.com,1,One-time,2/22/2024,1/4/2024,Inactive,ok,-49,0,"""51+"""
1040,John Doe,21,F,Manila,user205 @outlook.com,4,Monthly,4/22/2024,4/3/2024,Active,good,-19,1,"""51+"""
1375,Lizza,19,F,Cebu,user206@outlook.com,1,Weekly,2/7/2024,2/17/2024,Active,very good,10,1,"""51+"""
1458,Peter,21,F,Cagayan de Oro,user207 @outlook.com,1,Monthly,1/1/2024,4/1/2024,Unknown,ok,91,0,"""51+"""
1076,Peter,23,F,Cagayan de Oro,user208@outlook.com,2,Weekly,1/3/2024,1/1/2024,Unknown,satisfied ,-2,0,"""51+"""
1460,Maria,35,Others,Manila,user209@yahoo.com,1,One-time,1/1/2024,3/25/2024,Unknown,,84,0,"""18–25"""
1153,Jhon Doe,35,F,Davao,user210@outlook.com,1,Weekly,8/4/2024,6/3/2024,Deactivated,good,-62,0,"""18–25"""
1490,John Doe,24,F,Manila,user211@yahoo.com,4,Monthly,5/26/2024,1/4/2024,Active,good,-143,1,"""51+"""
1123,Maria,25,Others,Manila,user212@outlook.com,1,One Time,1/1/2024,2/17/2024,Inactive,,47,0,"""18–25"""
1497,Jhon Doe,24,M,Others,user213 @yahoo.com,2,One-Time,1/1/2024,5/19/2024,Active,satisfied ,139,1,"""51+"""
1135,Lizza,23,F,Cagayan de Oro,user214@gmail.com,1,One-Time,3/7/2024,1/10/2024,Active,,-57,1,"""51+"""
1269,Marc Anthony,25,F,Manila,user215 @gmail.com,4,Monthly,6/5/2024,3/15/2024,Active,,-82,1,"""18–25"""
1428,Ana Marie,19,M,Cebu,user216@outlook.com,2,Monthly,1/1/2024,1/7/2024,Inactive,,6,0,"""51+"""
1251,John Doe,19,M,Manila,user217@outlook.com,5,One-Time,2/24/2024,1/12/2024,Active,,-43,1,"""51+"""
1257,Mark Anthony,24,F,Cagayan de Oro,user218@gmail.com,4,Weekly,1/3/2024,6/10/2024,Inactive,,159,0,"""51+"""
1247,Peter,24,Others,Cebu,user219 @gmail.com,4,Weekly,4/16/2024,5/1/2024,Inactive,satisfied ,15,0,"""51+"""
1169,Mark Anthony,22,M,Davao,user220 @gmail.com,5,Monthly,5/25/2024,4/1/2024,Active,bad   ,-54,1,"""51+"""
1206,Peter,22,Others,Cagayan de Oro,user221 @yahoo.com,1,Monthly,5/26/2024,5/15/2024,Unknown,,-11,0,"""51+"""
1440,Ana Marie,18,M,Davao,user222@yahoo.com,3,Monthly,2/4/2024,5/19/2024,Active,very good,105,1,"""51+"""
1471,Marc Anthony,35,F,Manila,user223@outlook.com,4,One-Time,6/14/2024,3/1/2024,Active,good,-105,1,"""18–25"""
1063,Jhon Doe,22,F,Cagayan de Oro,user224@outlook.com,4,Monthly,6/28/2024,3/4/2024,Inactive,,-116,0,"""51+"""
1481,Peter,21,Others,Davao,user225@gmail.com,2,One-time,6/3/2024,6/9/2024,Deactivated,,6,0,"""51+"""
1003,John Doe,19,M,Cebu,user226@outlook.com,4,Weekly,3/15/2024,5/15/2024,Deactivated,ok,61,0,"""51+"""
1017,Peter,23,F,Cagayan de Oro,user227@gmail.com,1,Monthly,2/17/2024,6/20/2024,Inactive,,124,0,"""51+"""
1088,Jhon Doe,21,F,Manila,user228 @gmail.com,1,Monthly,4/2/2024,3/14/2024,Deactivated,satisfied ,-19,0,"""51+"""
1238,Marc Anthony,21,F,Cagayan de Oro,user229@yahoo.com,5,One Time,7/2/2024,4/27/2024,Active,satisfied ,-66,1,"""51+"""
1215,Maria,19,F,Cebu,user230@yahoo.com,4,Weekly,1/1/2024,5/25/2024,Active,,145,1,"""51+"""
1197,Peter,25,M,Others,user231@yahoo.com,1,Monthly,1/1/2024,4/15/2024,Active,,105,1,"""18–25"""
1097,Peter,18,F,Manila,user232 @yahoo.com,4,One Time,6/19/2024,4/25/2024,Active,very good,-55,1,"""51+"""
1050,Mark Anthony,19,M,Others,user233 @gmail.com,5,One-time,6/7/2024,5/4/2024,Active,good,-34,1,"""51+"""
1357,Liza,25,M,Manila,user234 @yahoo.com,1,Monthly,1/22/2024,4/26/2024,Unknown,very good,95,0,"""18–25"""
1130,Peter,20,Others,Cebu,user235 @gmail.com,3,Monthly,2/18/2024,5/6/2024,Active,,78,1,"""51+"""
1146,Maria,21,F,Cagayan de Oro,user236@outlook.com,2,Monthly,1/1/2024,3/3/2024,Active,ok,62,1,"""51+"""
1302,Lizza,23,M,Cebu,user237@gmail.com,5,Weekly,3/8/2024,5/6/2024,Active,,59,1,"""51+"""
1045,Peter,35,F,Cebu,user238@yahoo.com,5,Weekly,10/2/2024,1/1/2024,Unknown,good,-275,0,"""18–25"""
1441,Anna Marie,23,F,Cagayan de Oro,user239@yahoo.com,3,Monthly,1/1/2024,2/10/2024,Inactive,,40,0,"""51+"""
1419,John Doe,18,F,Cagayan de Oro,user240@gmail.com,5,Weekly,7/6/2024,6/6/2024,Unknown,,-30,0,"""51+"""
1018,John Doe,20,M,Cebu,user241 @outlook.com,5,Monthly,3/5/2024,2/4/2024,Active,good,-30,1,"""51+"""
1475,Peter,23,F,Davao,user242 @outlook.com,4,One-Time,1/25/2024,4/17/2024,Unknown,ok,83,0,"""51+"""
1174,Peter,35,F,Cagayan de Oro,user243@yahoo.com,1,Weekly,4/8/2024,4/18/2024,Deactivated,satisfied ,10,0,"""18–25"""
1438,Maria,19,Others,Manila,user244 @outlook.com,3,Weekly,1/1/2024,5/8/2024,Active,ok,128,1,"""51+"""
1073,Marc Anthony,22,M,Cebu,user245 @yahoo.com,2,Weekly,3/7/2024,2/1/2024,Unknown,satisfied ,-35,0,"""51+"""
1465,Ana Marie,25,Others,Davao,user246@outlook.com,5,One-time,2/21/2024,3/13/2024,Unknown,very good,21,0,"""18–25"""
1062,Marc Anthony,22,Others,Cebu,user247 @gmail.com,4,Monthly,6/4/2024,3/14/2024,Deactivated,,-82,0,"""51+"""
1195,Marc Anthony,25,M,Manila,user248@yahoo.com,3,One Time,2/26/2024,2/23/2024,Active,bad   ,-3,1,"""18–25"""
1139,Anna Marie,22,F,Davao,user249@yahoo.com,5,One-time,1/1/2024,1/18/2024,Inactive,ok,17,0,"""51+"""
